FANELLI,plcData,2025-06-01T00:00:00.000000001+02:00,771096.7,775356.8,4260.100000000093
CANDELA,name,time,first,last,Total
CANDELA,plcData,2025-06-01T00:00:00.000000001+02:00,894233.5,900789.4,6555.900000000023
TREQUERCE,mesg:
TREQUERCE,ttyname
TREQUERCE,failed:
TREQUERCE,Inappropriate
TREQUERCE,ioctl
TREQUERCE,for
TREQUERCE,device
TREQUERCE,name,time,first,last,Total
TREQUERCE,plcData,2025-06-01T00:00:00.000000001+02:00,812064.2,817691.7,5627.5
ASCOLI,mesg:
ASCOLI,ttyname
ASCOLI,failed:
ASCOLI,Inappropriate
ASCOLI,ioctl
ASCOLI,for
ASCOLI,device
ASCOLI,name,time,first,last,Total
ASCOLI,plcData,2025-06-01T00:00:00.000000001+02:00,860784,866696.7,5912.699999999953
MONTARATRO,mesg:
MONTARATRO,ttyname
MONTARATRO,failed:
MONTARATRO,Inappropriate
MONTARATRO,ioctl
MONTARATRO,for
MONTARATRO,device
MONTARATRO,name,time,first,last,Total
MONTARATRO,plcData,2025-06-01T00:00:00.000000001+02:00,821756.8,827234.2,5477.399999999907
BICCARI2,mesg:
BICCARI2,ttyname
BICCARI2,failed:
BICCARI2,Inappropriate
BICCARI2,ioctl
BICCARI2,for
BICCARI2,device
BICCARI2,name,time,first,last,Total
BICCARI2,plcData,2025-06-01T00:00:00.000000001+02:00,87993.1,94752.8,6759.699999999997
SCRIMA,mesg:
SCRIMA,ttyname
SCRIMA,failed:
SCRIMA,Inappropriate
SCRIMA,ioctl
SCRIMA,for
SCRIMA,device
SCRIMA,name,time,first,last,Total
SCRIMA,plcData,2025-06-01T00:00:00.000000001+02:00,85637.1,94563.5,8926.399999999994
FANELLI2,mesg:
FANELLI2,ttyname
FANELLI2,failed:
FANELLI2,Inappropriate
FANELLI2,ioctl
FANELLI2,for
FANELLI2,device
FANELLI2,name,time,first,last,Total
FANELLI2,plcData,2025-06-01T00:00:00.000000001+02:00,807209.6,812518.3,5308.70000000007
CASTELLUCCIO2,mesg:
CASTELLUCCIO2,ttyname
CASTELLUCCIO2,failed:
CASTELLUCCIO2,Inappropriate
CASTELLUCCIO2,ioctl
CASTELLUCCIO2,for
CASTELLUCCIO2,device
CASTELLUCCIO2,Error:
CASTELLUCCIO2,No
CASTELLUCCIO2,such
CASTELLUCCIO2,container:
CASTELLUCCIO2,plc-datalog-influxDB-1
BOVINO2,mesg:
BOVINO2,ttyname
BOVINO2,failed:
BOVINO2,Inappropriate
BOVINO2,ioctl
BOVINO2,for
BOVINO2,device
BOVINO2,name,time,first,last,Total
BOVINO2,plcData,2025-06-01T00:00:00.000000001+02:00,927849.8,937483.8,9634
SAURI,mesg:
SAURI,ttyname
SAURI,failed:
SAURI,Inappropriate
SAURI,ioctl
SAURI,for
SAURI,device
SAURI,name,time,first,last,Total
SAURI,plcData,2025-06-01T00:00:00.000000001+02:00,776964.1,783045.2,6081.099999999977
CELOZZI2,mesg:
CELOZZI2,ttyname
CELOZZI2,failed:
CELOZZI2,Inappropriate
CELOZZI2,ioctl
CELOZZI2,for
CELOZZI2,device
CELOZZI2,ERR:
CELOZZI2,retention
CELOZZI2,policy
CELOZZI2,not
CELOZZI2,found:
CELOZZI2,onemonth
CELOZZI2,retention
CELOZZI2,policy
CELOZZI2,not
CELOZZI2,found:
CELOZZI2,onemonth
DADDARIO1,name,time,first,last,Total
DADDARIO1,plcData,2025-06-01T00:00:00.000000001+02:00,844854.3,851302.5,6448.199999999953
DADDARIO2,name,time,first,last,Total
DADDARIO2,plcData,2025-06-01T00:00:00.000000001+02:00,698114.5,702409.3,4294.800000000047
MONTARATRO2,mesg:
MONTARATRO2,ttyname
MONTARATRO2,failed:
MONTARATRO2,Inappropriate
MONTARATRO2,ioctl
MONTARATRO2,for
MONTARATRO2,device
MONTARATRO2,name,time,first,last,Total
MONTARATRO2,plcData,2025-06-01T00:00:00.000000001+02:00,945640.1,953284.5,7644.400000000023
CANDELA2,mesg:
CANDELA2,ttyname
CANDELA2,failed:
CANDELA2,Inappropriate
CANDELA2,ioctl
CANDELA2,for
CANDELA2,device
CANDELA2,name,time,first,last,Total
CANDELA2,plcData,2025-06-01T00:00:00.000000001+02:00,745447.1,751995,6547.900000000023
MONTARATRO4,mesg:
MONTARATRO4,ttyname
MONTARATRO4,failed:
MONTARATRO4,Inappropriate
MONTARATRO4,ioctl
MONTARATRO4,for
MONTARATRO4,device
MONTARATRO4,name,time,first,last,Total
MONTARATRO4,plcData,2025-06-01T00:00:00.000000001+02:00,938059.6,945563.7,7504.099999999977
CRETA,mesg:
CRETA,ttyname
CRETA,failed:
CRETA,Inappropriate
CRETA,ioctl
CRETA,for
CRETA,device
CRETA,name,time,first,last,Total
CRETA,plcData,2025-06-01T00:00:00.000000001+02:00,727678.4,733882,6203.599999999977
SCROCCO,mesg:
SCROCCO,ttyname
SCROCCO,failed:
SCROCCO,Inappropriate
SCROCCO,ioctl
SCROCCO,for
SCROCCO,device
SCROCCO,name,time,first,last,Total
SCROCCO,plcData,2025-06-01T00:00:00.000000001+02:00,916515.8,925022.5,8506.699999999953
MEDI1,name,time,first,last,Total
MEDI1,plcData,2025-06-01T00:00:00.000000001+02:00,393450.2,399488.1,6037.899999999965
LACEDONIA,name,time,first,last,Total
LACEDONIA,plcData,2025-06-01T00:00:00.000000001+02:00,619935.7,625302.3,5366.600000000093
GARWIND,name,time,first,last,Total
GARWIND,plcData,2025-06-01T00:00:00.000000001+02:00,780183.3,789016.5,8833.199999999953
DELICETO,name,time,first,last,Total
DELICETO,plcData,2025-06-01T00:00:00.000000001+02:00,695141.7,699784.4,4642.70000000007
BICCARI3,mesg:
BICCARI3,ttyname
BICCARI3,failed:
BICCARI3,Inappropriate
BICCARI3,ioctl
BICCARI3,for
BICCARI3,device
BICCARI3,name,time,first,last,Total
BICCARI3,plcData,2025-06-01T00:00:00.000000001+02:00,503111.4,509064.8,5953.399999999965
RUOCCOLUCERA,mesg:
RUOCCOLUCERA,ttyname
RUOCCOLUCERA,failed:
RUOCCOLUCERA,Inappropriate
RUOCCOLUCERA,ioctl
RUOCCOLUCERA,for
RUOCCOLUCERA,device
RUOCCOLUCERA,name,time,first,last,Total
RUOCCOLUCERA,plcData,2025-06-01T00:00:00.000000001+02:00,458252.2,457439.8,-812.4000000000233
SOLOUNO,mesg:
SOLOUNO,ttyname
SOLOUNO,failed:
SOLOUNO,Inappropriate
SOLOUNO,ioctl
SOLOUNO,for
SOLOUNO,device
SOLOUNO,name,time,first,last,Total
SOLOUNO,plcData,2025-06-01T00:00:00.000000001+02:00,171844.2,185074.8,13230.599999999977
ORSARA,name,time,first,last,Total
ORSARA,plcData,2025-06-01T00:00:00.000000001+02:00,558104.9,563816.8,5711.900000000023
PIA,name,time,first,last,Total
PIA,plcData,2025-06-01T00:00:00.000000001+02:00,595967.7,600756.2,4788.5
ARCOSTUDIO,name,time,first,last,Total
ARCOSTUDIO,plcData,2025-06-01T00:00:00.000000001+02:00,509424.8,511015.1,1590.2999999999884
MATERA1,name,time,first,last,Total
MATERA1,plcData,2025-06-01T00:00:00.000000001+02:00,123863.4,126251.8,2388.4000000000087
MATERA2,name,time,first,last,Total
MATERA2,plcData,2025-06-01T00:00:00.000000001+02:00,173697.3,178971,5273.700000000012
FERRANDINA1,name,time,first,last,Total
FERRANDINA1,plcData,2025-06-01T00:00:00.000000001+02:00,138269.5,138283.4,13.89999999999418
